,image_id,justification,level_2,text
8037,IMG_0159,J_Terrorism,2,"The Security Forces would continue to take action against those who break the law or who engage in terrorist activities. In fact for the Army it would be ""business as usual"" at least until there were real signs of the intention of a ceasefire being translated into fact."
8043,IMG_0160,J_Terrorism,1,Lord Diplock has presented the report of his Commission on legal procedures to deal with terrorist activities and the Government has announced its intention to implement his recommendations.
8044,IMG_0160,J_Terrorism,2,"The most significant of these are the trial of terrorist offences by a judge sitting alone, restrictions on the granting of bail and the admissibility of confessions and certain written statements."
8045,IMG_0160,J_Terrorism,3,"""In closest co-operation with the RUC, the Army in Northern Ireland is progressively to diminish the ability of extremist organisations and their followers to influence political events or to terrorise any section of the population."" 
CLF gave the three brigades the following tasks in order of priority: a. 
their campaign. b. 
To continue the attrition of the IRA’s will and capacity to continue"
8050,IMG_6262,J_Terrorism,1,"He had it in mind that an internee might be told in writing of the allegation against him: the statement would be on the lines that he was a member of an unlawful association, or actively involved in the recent campaign of violence."
8057,IMG_6291,J_Terrorism,1,"""I swear by Almighty God that for the remainder of my life I will not join in or assist any illegal organisation nor engage in any violence nor counsel nor encourage others so to do."""
8064,IMG_7662,J_Terrorism,1,"The Secretary of State said that he could not risk ending internment without an end of violence. If major acts of terrorism took place after the ending of internment his position would be impossible. If there were a genuine end of terrorism,even for a limited period, there would be a genuine response from the Governmentand,subject to consultations with his colleagues, he did not rule out the ending of internment in these circumstances."
8071,IMG_7694,J_Terrorism,1,"On the other hand, what will be the reaction of ""Loyalists"" to the release of detainees on what will be said to be mere legal technicalities, comparable to those on which known terrorists have repeatedly been discharged in the Republic?"
8078,IMG_7704,J_Terrorism,1,"The answer was that there were reports of varying reliability that up to 25 (of 380 or so who had been released by them) had returned to more or less active membership of the IRA - 
which did not 
necessarily mean that they had themselves become active terrorists again. This is obviously a very much smaller proportion than the one-quarter alleged by the Daily Express."
8085,IMG_7783,J_Terrorism,1,"Third, there are about 80 terrorists, including most of the key ones, against whom we are not in a position to prefer charges of the normal sort partly because they do not themselves indulge over much in specific acts of terrorism, but rather organise them: partly because it is extremely difficult to get any evidence against them which will stand up in a court of law: and partly because the witnesses we might bring against them would all be in danger of their lives."
8086,IMG_7783,J_Terrorism,2,"n sum, we are in the position under the existing law and powers whereby we cannot deal with the key terrorists, even after we have caught them, other than by internment."
8092,IMG_7785,J_Terrorism,1,"The capacity of the Provisional IRA (or of any other 
terrorist orgaisation) to engage in terrorism will not be effectively destroyed until all its important members are removed."
8093,IMG_7785,J_Terrorism,2,"It will be possible to charge some with criminal offences under the ordinary law; but others and perhaps the most important of them are beyond the reach of the criminal law partly because witnesses cannot be expected to come forward to give oral evidence in the ordinary way, and partly because the evidence available to connect accused persons with specific offences as opposed to general complicity in terrorism is sometimes tenuous,particularly in the case of the most important provisional IRA leaders."
8094,IMG_7785,J_Terrorism,3,The provision would apply to conduct involving complicity in any degree with terrorism generally; it
8099,IMG_7786,J_Terrorism,1,one of conviction for a crime so as to remove the taint of internment.
8106,IMG_7929,J_Terrorism,1,"anyone known to be in the most senior ranks of the Provisional IRA, even though there is no evidence to justify criminal proceedings;"
8113,IMG_7948,J_Terrorism,1,But he
8120,IMG_7950,J_Terrorism,1,"also had evidence that some of those previously in internMent had returned to terrorism, and he was criticised for the resultant deaths."
8127,IMG_7952,J_Terrorism,1,The dividing line between Official and Provisional IRA members was not in fact as tidy as the SDLP implied.
8134,IMG_8005,J_Terrorism,1,"The Attorney General has now considered Sir William 
Nield’s paper on preventive detention for terrorist conduct, to which you referred in your Minute of the 31st July."
8135,IMG_8005,J_Terrorism,2,"It envisages rather that persons against whom there is insufficient evidence to secure a conviction under the criminal law (including the Special Powers Act provisions) should nevertheless be detained if their conduct has involved them in ""complicity in any degree with terrorism generally"". The ordinary rules of evidence will not be applied and the normal rights of an accused person in the criminal courts will not be available to him. A decision on whether a person is ""guilty"" would be made by persons acting on hearsay in the exercise of their discretion."
8141,IMG_8006,J_Terrorism,1,"In the opinion of the Attorney General it would be 
possible to provide by legislation for the establishment of a procedure whereby persons would be subject to preventive detention on the exercise of the discretion of a tribunal which was satisfied that the persons brought before it had been concerned with terrorism."
8148,IMG_8007,J_Terrorism,1,WE HAVE RECEIVED THE MESSAGE WHICH YOUR EXCELLENCY KINDLY SENT ON JULY 30TH LAST TO INFORM US ABOUT THE EXCEPTIONAL MEASURES WHICH HAVE BEEN DECIDED ON BY THE BRITISH GOVERNMENT TO PREVENT THE REPETITION IN NORTHERN IRELAND OF THE LAMENTABLE ACTS OF TERRORISM WHICH HAVE SO SHOCKED PUBLIC OPINION AND SO SADDENED US IN THESE DAYS.
8155,IMG_8052,J_Terrorism,1,"o use 
HM Government reaffirm these objectives and their determination the processes of law to the fullest possible extent in 
dealing with terrorism."
8156,IMG_8052,J_Terrorism,2,"Nevertheless, certain basic problems of countering terrorism 
by the normal processes of law still present difficulties. These include the problem of preventing the intimidation of Witnesses who may be in danger of their lives if they give evidence in court; and of bringing to trial many of those who, although responsible for organising and directing terrorism, take care to avoid so far as possible themselves engaging in terrorist operations. The system of internment cannot be ended without putting something in its place."
8162,IMG_8053,J_Terrorism,1,"The Government reaffirm their determination to improve the security situation in Northern Ireland and to deal with terrorists, including those who, for the reasons indicated earlier, cannot be dealt with through the normal processes of the criminal law."
8163,IMG_8053,J_Terrorism,2,"In addition, they intend at an early date to introduce provisions under the Special Powers Act to set up a tribunal to deal with persons suspected of participation in terrorist activities by means of a procedure which will provide maximum safeguards for the protection of the individual and will eliminate the objectionable features of internment, notably judgment by executive decision alone, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland."
8164,IMG_8053,J_Terrorism,3,This tribunal will be asked to consider cases referred to it (which will include cases of those presently in internment or detention) to determine the nature of their involvement in terrorist activities with a view to their release or committal to a period of detention.
8165,IMG_8053,J_Terrorism,4,"But the Government wish to make clear at once that these measures will not in any way be directed against the holding of opinions, but against the use, or encouragement, of violence and terror to force those opinions on law abiding citizens."
8166,IMG_8053,J_Terrorism,5,These interim provisions will be employed only where the ordinary processes of the criminal law are inadequate and will be enforced with complete impartiality against whatever persons or organisations are found to be engaged in terrorism and violence.
8169,IMG_8056,J_Terrorism,1,"HM Government reaffirms these objectives and its determination to use normal processes of the law to the fullest possible extent in dealing with terrorism. 
In pursuit of those objectives, 
since 30 March 1972, 724 persons have been released from internment or detention: 171 persons are still interned and 70 persons are held in detention. During the same period, the law enforcement authorities in acting vigorously under the ordinary processes of the criminal law have achieved considerable success; 370 persons have been charged with offences connected with terrorist activities."
8170,IMG_8056,J_Terrorism,2,"Nevertheless, certain basic problems of countering terrorism by the normal processes of law still present difficulties. These include the problem of preventing the intimidation of witnesses who may be in danger of their lives if they give evidence in court; the problem of arresting and bringing to trial many of those who, although responsible for organising and directing terrorism themselves take care to avoid so far as possible engaging in terrorist operations of a criminal character. Until these and other problems in this field can be solved, it is not"
8176,IMG_8057,J_Terrorism,1,"ossible for the Government to carry through its intention of abolishing internment, or to begin the process of dismantling the Special Powers Act."
8177,IMG_8057,J_Terrorism,2,"Meantime, the Government reaffirms its determination to 
improve the security situation in Northern Ireland and to deal with terrorists, including those who, for the reasons indicated earlier, cannot easily be dealt with through the normal processes of the criminal law."
8178,IMG_8057,J_Terrorism,3,"Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland."
8179,IMG_8057,J_Terrorism,4,"This tribunal will be asked to 
consider cases referred to it by the Secretary of State (which will include cases of those presently in internment), to determine the nature of their involvement in terrorist activities, and either to order release or to impose a definite period of detention."
8180,IMG_8057,J_Terrorism,5,"But the Government 
wishes to make clear at once that these measures will not in any way be directed against the holding of opinions, but only against the use of violence and terror to force those opinions on law"
8183,IMG_8058,J_Terrorism,1,abiding citizens.
8184,IMG_8058,J_Terrorism,2,"Moreover, these Interim provisions will be 
employed only where the ordinary processes of the criminal law are inadequate and will be enforced with complete impartiality against whatever persons or organisations are found to be engaged in terrorism and violence."
8190,IMG_8109,J_Terrorism,1,"If Ministers 
are convinced, however, that the introduction of special courts or tribunals would have a material impact in terms of convicting terrorists, the political price may be thought to be worth paying."
8191,IMG_8109,J_Terrorism,2,"Given an intention to dispense with internment, there seems no alternative to the detention under Regulation 11 of persons arrested as terrorists until special courts or tribunals are introduced."
8197,IMG_8128,J_Terrorism,1,THE SDLP AND OTHERS WHO ARGUED THAT INTERNMENT SHOULD BE ENDED NEEDED TO EXPLAIN WHAT SHOULD BE DONE WITH THE HARD CORE LIKELY TO RETURN TO ACTIVE TERRORISM.
8204,IMG_8365,J_Terrorism,1,Detention of Terrorists Order (if completed in the Commons).
8211,IMG_8393,J_Terrorism,1,MOD stressed their need for a directive on arrest policy for Protestant extremists.
8218,IMG_8504,J_Terrorism,1,"The House of Commons approved the Detention of Terrorists Order 1972 by 
179 votes to 32."
8225,IMG_8505,J_Terrorism,1,"Page 1 : (60,139) - (543,168)"
8226,IMG_8505,J_Terrorism,2,"Page 1 : (67,293) - (521,330)"
8232,IMG_8589,J_Terrorism,1,"It has been suggested that this gap should be closed by proscribing 
the I.R.A. in this country, a coursewhich has been pressed on me on general grounds from a variety of quarters. There has been similar pressure to take powers to proscribe Arab terrorist organisations."
8233,IMG_8589,J_Terrorism,2,"If the I.R.A. mounted a campaign of violence in the UK we should 
have to think again - although we might then want to act on the lines of the 1939 Prevention of Violence Act (but perhaps not limited to Irish affairs)."
8234,IMG_8589,J_Terrorism,3,"Then we have to bear in mind the Diplock enquiry. As I understand 
it, this body is considering what arrangements for the administration of justice in Northern Ireland could be made in order to deal more effectively with terrorist organisations by bringing to book, otherwise"
8239,IMG_8590,J_Terrorism,1,"than by internment by the executive, individuals involved in terrorist activities, particularly’those who plan and direct but do not necessarily take part in terrorist acts.."
8246,IMG_8715,J_Terrorism,1,"detained included: 
OC Belfast Brigade Provisional IRA IO Belfast Brigade Provisional IRA Staff Officer 1 Bn Provisional IRA 0C 3 Bn Provisional IRA Staff Officer 3 Bn Provisional IRA OC Bogs ide Provisional IRA OC Castlewellan Provisional IRA 
2 30 79 Of the above, they ordered the detention of 102 and rele"
8253,IMG_9291,J_Terrorism,1,Included in the eight other arrests was a Provisional Officer and two volunteers.
8260,IMG_9320,J_Terrorism,1,"The Commission was asked to find out whether terrorist activity could be dealt with by the criminal courts. In December 1972 they reported that, because witnesses were intimidated or afraid to give evidence, no criminal procedure which satisfied the requirements of Article 6 of the European Convention of Human Rights could effectively bring terrorists to justice."
8267,IMG_9321,J_Terrorism,1,"the commissioner must enquire into any case referred to him to see whether the person has been concerned in terrorism, and, if so, whether his detention is necessary for the protection of the public"
8274,IMG_9322,J_Terrorism,1,"No-one is now detained except under these 
procedures and those detained have been found by an independent commissioner with legal training and experience to have been involved in terrorism and to be someone from whom the public need to be protected."
8281,IMG_9159,J_Terrorism,1,"The Secretary of State is probably right in saying that ""We cannot go on indefinitely increasing the number of people held"". But what alternative does he suggest? And, more generally, does he see any real end to sectarian terrorism in the foreseeable future?"
8288,IMG_1793,J_Terrorism,1,The problem of outstanding offences of a terrorist character committed by IRA men who have evaded arrest or skipped bail will require a separate decision.
8295,IMG_2305,J_Terrorism,1,Intelligence is the key to successful operations against terrorists; and the key to intelligence is information regarding
8302,IMG_2327,J_Terrorism,1,Intelligence is the. key to successful operations
8309,IMG_1938,J_Terrorism,1,"Page 1 : (66,92) - (461,206)"
8316,IMG_1973,J_Terrorism,1,Anyone known to be holding officer rank in the Provisional IRA even though there is no evidence to justify criminal proceedings.
8323,IMG_2152,J_Terrorism,1,"Page 1 : (81,334) - (623,566)"
8330,IMG_2162,J_Terrorism,1,"Neither will be possible in a climate of terrorism and 
violence. The outrages to which we have been subjected now threaten our economic life and create every day deeper divisions and antagonism within our community."
8331,IMG_2162,J_Terrorism,2,"Every means has been tried to make terrorists amenable to 
the law. Nor have such methods been without success, because a substantial number of the most prominent leaders of the IRA are now serving ordinary prison sentences. But the terrorist campaign continues at an unacceptable level, and I have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness."
8337,IMG_2163,J_Terrorism,1,"The main target of the present operation in the Irish 
Republican Army which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike. They are the present threat: but we will not hesitate to take strong action against any other individuals or organisations who may present such a threat in the future."
8338,IMG_2163,J_Terrorism,2,"but the organisations concerned are those which have murdered in cold blood,"
8339,IMG_2163,J_Terrorism,3,"but if we endure it with courage and steadiness, the utter defeat of terrorism is sure."
8344,IMG_2164,J_Terrorism,1,"That is the aim we must now put before everything also,"
8351,IMG_2165,J_Terrorism,1,"e are, quite simply, at war with the terrorist, and in a state of war many sacrifices have to be made, and made in a co-operative and understanding spirit."
8352,IMG_2165,J_Terrorism,2,"The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism. The rest of us cannot truly be free while people determined to commit such outrages are at large."
8353,IMG_2165,J_Terrorism,3,I do not for one moment confuse your community with the IRA or I imagine that these acts of terror have been committed in your name or with your approval.
8358,IMG_2166,J_Terrorism,1,"dfet - ad snite to defeat - those violent non who seek 
to is’vde r..."
8365,IMG_2168,J_Terrorism,1,"rHE S EEP-Its POWERS OF -INTERNNENT WITHOUT TRIAL OF SUSP CTS 
ThOUHT TO HAVE AIDED TERRORISM WER ANNOUNCED AT STORHONf, BY PR-IFE’ HINI STER Bh IAN FAULKAER."
8372,IMG_2192,J_Terrorism,1,"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland."
8373,IMG_2192,J_Terrorism,2,The late series of acts of terrorism by the I.R.A. and their rec declarations of their intention to continue and even
8379,IMG_2193,J_Terrorism,1,escalate their campaign have made it impossible for him to resist the pressures on him
8386,IMG_2194,J_Terrorism,1,"Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment"
8393,IMG_2195,J_Terrorism,1,"in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment so as to enable the security forces to arrest and detain peoplesuspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown, of law and order in Northern Ireland."
8394,IMG_2195,J_Terrorism,2,The latest series of acts of terrorism by the I.R.A.
8400,IMG_2196,J_Terrorism,1,declarations of their intention to continue and even escalate that campaign have made it impossible for him to resist the pressures on him
8407,IMG_2197,J_Terrorism,1,"Protestants as well as Catholic and I.R.A., 
extremists will be liable to internment;"
8414,IMG_2220,J_Terrorism,1,"Mr. Smith said that he favoured banning the Apprentice Boy’ March in The balance of argument was a difficult one but 
He had in mind the Londonderry on 12th August. 
he thought the best course was to ban the march, accompanying the ban with stern action to dealwith terrorism"
8421,IMG_2255,J_Terrorism,1,"the potential need fo 
an Internment camp an an instrument of the fight against terrorism to which both HMG and the Stormont Government are 
committed;"
8428,IMG_2263,J_Terrorism,1,"he need for an nternont’ < 
camp as an instrument of the fight against terrorism .to which: both H.I.G. and thoStormont Govornmont are committed"
8435,IMG_4972,J_Terrorism,1,"The Ad hoo Conference presumably questions the moral right, or indeed the duty, of the Government of Northern Ireland to protect the community against armed terrorists by this means."
8436,IMG_4972,J_Terrorism,2,"The Government of Northern Ireland has, with regret, deemed it 
necessary to intern people as a measure directed against organisations whose declared aim it is to overthrow the institutions of the state by violence, including indiscriminate attacks against the civilian population."
8437,IMG_4972,J_Terrorism,3,"So far from its being a cause of death and destruction, it was introduced only because other measures had proved inadequate to counter the campaign of death and destruction previously launched by the organisations seeking to overthrow the institutions of the state."
8442,IMG_4973,J_Terrorism,1,"Regrettably also, some of the active opposition to internment and much of the misrepresentation about its use have encouraged terrorism."
8443,IMG_4973,J_Terrorism,2,"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas."
8449,IMG_4996,J_Terrorism,1,"We also read our terms of reference as calling upon us to inquire quite 
generally into the interrogation and custody of persons suspected of terrorism in such circumstances in the future, and not specifically in connection with Northern Ireland."
8456,IMG_5050,J_Terrorism,1,"To consider whether, and if so in what respects - under conditions in which persons suspected of terrorism can be lawfully detained without trial in the traditional Courts - the procedures currently authorised for the interrogation of such persons and for their custody while subject to interrogation require amendment."""
8463,IMG_5083,J_Terrorism,1,"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder."
8464,IMG_5083,J_Terrorism,2,The operation should be seen against the background of the fight against a ruthless and murderous enemy; that is to say criminals who ish to impose their will by violence and terror. This year there have been over 800 bomb explosions in Northern Ireland; hospitals have treated nearly 600 victims of violence; of these more than 200 were British soldiers; almost two thirds of the civilian casualties were women including girls disfigured for life in explosions. These things have been done by the IRA.
8470,IMG_4847,J_Terrorism,1,"The Prime Minister of the United Kingdom said that, 
if it was judged that the problem was now one of dealing with a hard core of IRA terrorism, the time had perhaps come to reconsider the strategy for the security forces."
8477,IMG_4848,J_Terrorism,1,""""" ’1p trorist could help in this connection."
8478,IMG_4848,J_Terrorism,2,Early action to
8484,IMG_4855,J_Terrorism,1,"The recent active involvement of the IRA provisionals in 
attacks on the security forces and on civilians has led both the Ministry of Defence and the Home Office to think it right to seek Ministerial authority to study the question of internment further."
8491,IMG_5578,J_Terrorism,1,"MR. FAULKNER said that he would not agree to any proposal for the use of the internment powers in the Civil Authorities (Special Powers) Acts, unless he was advised by the Army and the police that internment would bring IRA terrorism decisively to an end."
8498,IMG_0050,J_Terrorism,1,"Neither will be possible in a climate of terrorism and 
violence. The outrages to which we have been subjected now threaten our economic life and create every day deeper divisions and antagonism within our community. These, indeed, are the clear objects of those who carry then out."
8499,IMG_0050,J_Terrorism,2,"Every means has been tried to make terrorists amenable to 
the law. Nor have much methods been without success, because a substantial number of the most prominent leaders of the IRA are now serving ordinary prison sentences."
8500,IMG_0050,J_Terrorism,3,"But the terrorist campaign continues at an unacceptable level, and I have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness."
8505,IMG_0051,J_Terrorism,1,"The main target of the present operation is the Irish 
Republican Army.which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike"
8506,IMG_0051,J_Terrorism,2,They are the present threat: but we will not hesitate to take strong action against any other individuals or organisations who may present such a threat in the future.
8507,IMG_0051,J_Terrorism,3,"It is with understandable reluctance that one uses these 
exceptional powers, but the organisations concerned are those which have murdered in cold blood, created situations which have led to death or injury to people quite uninvolved in disorder, maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities."
8508,IMG_0051,J_Terrorism,4,"We may yet have much to endure as a community: but if we endure it with courage and steadiness, the utter defeat of terrorism is sure."
8512,IMG_0053,J_Terrorism,1,"We are, quite simply, at war with the terrorist, and in a state of war many sacrifices have to be made, and made in a co-operative and understanding spirit."
8513,IMG_0053,J_Terrorism,2,"The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism. The rest of us cannot truly be free while people determined to commit such outrages are at large."
8514,IMG_0053,J_Terrorism,3,shadow of fear which hangs over too many of you.
8515,IMG_0053,J_Terrorism,4,e are now acting to remove the
8516,IMG_0053,J_Terrorism,5,"Over the last couple of years we have taken many steps to make it clear that we want (following word underlined) all the people of Northern Ireland to play a part in administerin and developing the country. 
in administrative structures can unit his community until we ut neither changes in law nor chang"
8519,IMG_0054,J_Terrorism,1,"defeat - anduiiitc to defoa -those v io.ent non 1;ho scek 
to divide uo."
8520,IMG_0054,J_Terrorism,2,"l’irm action on security io not a subutitutc for constructive change nor is it a sitch of policy: It is 3i..:hly\htjZ .:’2(cded toallo; the dera’IatCic kroccos to 
prevail over the rule of force. For force stands in the gray of all progress and thc men of force, whatever their 
protestations, are- the enemies of us all."
8526,IMG_0136,J_Terrorism,1,And the whole point about internment is to deal with the terrorism so that it is then possible to make the advance on other fronts.
8527,IMG_0136,J_Terrorism,2,Until he is able to deal ith the bomb explosions and the destruction of property and the general terrorism it is impossible for him to go further than he has gone already.
8533,IMG_0143,J_Terrorism,1,"Page 1 : (70,513) - (415,547)"
8534,IMG_0143,J_Terrorism,2,terrorism on an intolerable scale.
8535,IMG_0143,J_Terrorism,3,Internment had been introduced because the Government was faced with
8536,IMG_0143,J_Terrorism,4,"It was in the common interest of both 
countries to combat the activities of gunmen and it was hoped that the Government of the Republic would be able to help achieve that objective."
8540,IMG_0144,J_Terrorism,1,"The Home Secretary said that it was not that the 
role of the army had changed but that circumstances had changed in that the army found itself attacked by terrorists from Catholic areas. did not know or care about the affiliations of someone sniping at him. 
He 
emphasised that the bombing, the murder and the withdrawal of the Opposition from Stormont had all taken place before internment had been introduced."
8541,IMG_0144,J_Terrorism,2,"The Home Secretary 
replied that all those arrested under the internment operation were people who the security forces believed to be active in terrorism. 
Some might also 
be engaged in more reputable political activity but this was not a reason for their internment. 
the people arrested would be those suspected of IRA activities few of whm As the terrorism was conducted by the IRA it followed that"
8547,IMG_0145,J_Terrorism,1,"would be Protestants. If Protestants engaged in terrorism they too would 
be dealt with; so far there was no infomation to confirm that Protestants had been sniping."
8554,IMG_0148,J_Terrorism,1,"Progress was not, however, possible while violence reigned. It was the duty of both Governments to deal with gunmen. The United Kingdom was determined that violence should be dealt with impartially from whatever quarter it might come. Because the violence had reached a level threatening the life of the community, the United Kingdom Government had been reluctantly convinced that internment was necessary."
8561,IMG_0149,J_Terrorism,1,"THE HOME SECRETARY EXPLAINED THE BACKGROUND TO THE INTRODUCTION OF INTERNMENT AS MADE NECESSARY BY THE RECENT INCREASE IN VIOLENCE AT A TIME WHEN POLITICAL DEVELOPMENT HAD BEEN MOVING FORWARD: HE EMPHASISED THAT THE MEASURE WAS NON-DISCRIMINATORY AND AIMED ONLY AT THOSE RESPONSIBLE FOR VIOLENCE, AND THAT IT WAS DESIGNED TO RESTORE A MORE PEACEFUL SITUATION IN WHICH REFORMS COULD CONTINUE."
8568,IMG_0152,J_Terrorism,1,"ion. 
H.M.G. is satisfied with the outcome of the initial Some 300 suspects have been detained. 
disclose what the target number was. and propaganda. 
We did not This is a war of nerves The terrorists have tried to play down the"
8575,IMG_0153,J_Terrorism,1,security forces achievements - this was only to be expected.
8576,IMG_0153,J_Terrorism,2,"H.M.G. supported 
the Northern Ireland Government in the view that murders and terrorists and intimidators could not be allowed to continue unchecked; although there was no doubt that the security forces could have contained the situation, it would have involved a very long haul and a deteriorating local situation."
8582,IMG_0154,J_Terrorism,1,"Of course you 
deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons. Your hope is that by removing the terrorist elements from the active political scene, it will be possible for the communities of Northern Ireland to get a sense of nerspective and balance."
8589,IMG_0165,J_Terrorism,1,"HE SECURITY FORCES ARE ACCORDINGLY DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR TERRORISM,"
8590,IMG_0165,J_Terrorism,2,"THIS DECISION HAS BEEN MADE IN THE LIGHT OF IRA ACTIVITY WHICH HAS INCREASED BOTH IN VOLUME AND IN THE VICIOUSNESS OF THE ATTACKS ON THE SECURITY FORCES AND SOCIETY IN NORTHERN IRELAND. IN ADDITION TO THOSE KILLED BY GUNMEN, EXPLOSIVES HAVE BEEN USED AGAINST POLICE STATIONS, AND ALSO BARS, AND OTHER PUBLIC PLACES WHERE CASUALTIES AMONGST ORDINARY CITIZENS WERE INEVITABLE."
8591,IMG_0165,J_Terrorism,3,"ADDITIONALLY, THERE HAS BEEN A MARKED INCREASE IN THE WEIGHT AND QUANTITY OF EXPLOSIVES BEING USED, AND A CROWING NUMBER OF ATTACKS ON COMMERCIAL PREMISES IN BELFAST."
8592,IMG_0165,J_Terrorism,4,"ALL THE EVIDENCE INDICATES A DELIBERATE IRA POLICY TO DISTURB SOCIETY IN THE NORTH, DESTROY ECONOMIC LIFE AND DISCREDIT THE STORMONT GOVERNMENT,"
8596,IMG_0166,J_Terrorism,1,"INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS 
CONDUCTING 
VIOLENCE AND TERRORISM, AND NOT AGAINST A RELIGIOUS MINORITY. THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY, EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE."
8597,IMG_0166,J_Terrorism,2,THE SECTARIAN RIOTING OF 1969 IS NOW LONG PAST. WHAT WE NOW FACE IS ARMED ATTACKS BY THE IRA.
8598,IMG_0166,J_Terrorism,3,THE SECURITY FORCES DEAL WITH ANY LAW-BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS.
8599,IMG_0166,J_Terrorism,4,"THE IRA’S TWO FACTIONS, BRADYITES AND GOULDINGITES, BOTH PROFESS A REVOLUTIONARY CREED, AND THE LATTER’S PROGRAMME IS AVOWEDLY MARXIST. ALTHOUGH UNTIL RECENTLY THE BRADYITES HAVE TENDED TO BE THE MORE VIOLENT, THE GOULDINGITES HAVE IN RECENT WEEKS BEEN ACTIVE IN CAUSING VIOLENCE IN THE NORTH AND ALSO ATTACKS ON FOREIGN PROPERTY IN THE IRISH REPUBLIC ITSELF."
8600,IMG_0166,J_Terrorism,5,IRA VIOLENCE HAS MADE RECOURSE TO INTERNMENT NECESSARY ON EARLIER OCCASIONS. THE NORTHERN. IRELAND GOVERNMENT INTRODUCED INTERNMENT DURING THE LAST WAR AND IN 1957-61.
8603,IMG_0167,J_Terrorism,1,"IF ASKED WHY THE NORMAL PROCESSES OF LAW DO NOT SUFFICE, YOU SHOULD POINT TO THE EVIDENCE OF INTIMIDATION, BEATINGS, TARRING AND FEATHERINGS, AND UNEXPLAINED DEATHS WHICH HAVE OCCURRED IN AREAS WHERE THE IRA IS KNOWN TO BE STRONG."
8610,IMG_0169,J_Terrorism,1,"IF H.M.G. CAN COMMIT THEMSELVES PUBLICLY TO A GUARANTEE THAT MR FAULKNER’S FINE WORDS WILL BE RAPIDLY TRANSLATED INTO SPECIFIC AND PRACTICAL AS DISTINCT FROM PAPER REFORMS, INTERNMENT WILL BE SEEN HERE TO HAVE AN EXPLICIT POSITIVE PURPOSE AS WELL AS THE NEGATIVE ONE OF ENDING TERRORISM,"
8617,IMG_0175,J_Terrorism,1,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER iN NORTHERN IRELAND.
8618,IMG_0175,J_Terrorism,2,THE LATEST SERIES OF ACTS OF TERRORISM
8624,IMG_0176,J_Terrorism,1,"BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND."
