,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
1857,1857,IMG_4973,PREM_15_475,IMG_4973_PREM_15_475,1971,2,1971,3,,1,"Regrettably also, some of the active opposition to internment and much of the misrepresentation about its use have encouraged terrorism.
",regrettably also some of the active opposition to internment and much of the misrepresentation about its use have encouraged terrorism,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1858,1858,IMG_4973,PREM_15_475,IMG_4973_PREM_15_475,1971,2,1971,3,,2,"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas.",his excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway so that there now are areas in belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1859,1859,IMG_4996,PREM_15_475,IMG_4996_PREM_15_475,1971,2,1971,3,,1,"We also read our terms of reference as calling upon us to inquire quite 
generally into the interrogation and custody of persons suspected of terrorism in such circumstances in the future, and not specifically in connection with Northern Ireland.",we also read our terms of reference as calling upon us to inquire quite generally into the interrogation and custody of persons suspected of terrorism in such circumstances in the future and not specifically in connection with northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1860,1860,IMG_5050,PREM_15_475,IMG_5050_PREM_15_475,1971,2,1971,3,1971-12,1,"To consider whether, and if so in what respects - under conditions in which persons suspected of terrorism can be lawfully detained without trial in the traditional Courts - the procedures currently authorised for the interrogation of such persons and for their custody while subject to interrogation require amendment.""",to consider whether and if so in what respects  under conditions in which persons suspected of terrorism can be lawfully detained without trial in the traditional courts  the procedures currently authorised for the interrogation of such persons and for their custody while subject to interrogation require amendment,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1861,1861,IMG_5083,PREM_15_475,IMG_5083_PREM_15_475,1971,2,1971,3,1971-11,1,"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder.
",the whole operation arrests followed by the interrogation of a small number of suspects 14yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1862,1862,IMG_5083,PREM_15_475,IMG_5083_PREM_15_475,1971,2,1971,3,1971-11,2,The operation should be seen against the background of the fight against a ruthless and murderous enemy; that is to say criminals who ish to impose their will by violence and terror. This year there have been over 800 bomb explosions in Northern Ireland; hospitals have treated nearly 600 victims of violence; of these more than 200 were British soldiers; almost two thirds of the civilian casualties were women including girls disfigured for life in explosions. These things have been done by the IRA.,the operation should be seen against the background of the fight against a ruthless and murderous enemy that is to say criminals who ish to impose their will by violence and terror this year there have been over 800 bomb explosions in northern ireland hospitals have treated nearly 600 victims of violence of these more than 200 were british soldiers almost two thirds of the civilian casualties were women including girls disfigured for life in explosions these things have been done by the ira,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1863,1863,IMG_4847,PREM_15_475,IMG_4847_PREM_15_475,1971,2,1971,3,,1,"The Prime Minister of the United Kingdom said that, 
if it was judged that the problem was now one of dealing with a hard core of IRA terrorism, the time had perhaps come to reconsider the strategy for the security forces.",the prime minister of the united kingdom said that if it was judged that the problem was now one of dealing with a hard core of ira terrorism the time had perhaps come to reconsider the strategy for the security forces,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1864,1864,IMG_4848,PREM_15_475,IMG_4848_PREM_15_475,1971,2,1971,3,,1,""""" ‰Ûª1p trorist could help in this connection.
", 1p trorist could help in this connection,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1865,1865,IMG_4848,PREM_15_475,IMG_4848_PREM_15_475,1971,2,1971,3,,2,Early action to,early action to,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1866,1866,IMG_4855,PREM_15_475,IMG_4855_PREM_15_475,1971,2,1971,3,,1,"The recent active involvement of the IRA provisionals in 
attacks on the security forces and on civilians has led both the Ministry of Defence and the Home Office to think it right to seek Ministerial authority to study the question of internment further.",the recent active involvement of the ira provisionals in attacks on the security forces and on civilians has led both the ministry of defence and the home office to think it right to seek ministerial authority to study the question of internment further,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1867,1867,IMG_5578,PREM_15_477,IMG_5578_PREM_15_477,1971,4,1971,7,,1,"MR. FAULKNER said that he would not agree to any proposal for the use of the internment powers in the Civil Authorities (Special Powers) Acts, unless he was advised by the Army and the police that internment would bring IRA terrorism decisively to an end.",mr faulkner said that he would not agree to any proposal for the use of the internment powers in the civil authorities special powers acts unless he was advised by the army and the police that internment would bring ira terrorism decisively to an end,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1868,1868,IMG_0050,PREM_15_478,PREM_15_478_050,1971,7,1971,8,,1,"Neither will be possible in a climate of terrorism and 
violence. The outrages to which we have been subjected now threaten our economic life and create every day deeper divisions and antagonism within our community. These, indeed, are the clear objects of those who carry then out.
",neither will be possible in a climate of terrorism and violence the outrages to which we have been subjected now threaten our economic life and create every day deeper divisions and antagonism within our community these indeed are the clear objects of those who carry then out,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1869,1869,IMG_0050,PREM_15_478,PREM_15_478_050,1971,7,1971,8,,2,"Every means has been tried to make terrorists amenable to 
the law. Nor have much methods been without success, because a substantial number of the most prominent leaders of the IRA are now serving ordinary prison sentences.
",every means has been tried to make terrorists amenable to the law nor have much methods been without success because a substantial number of the most prominent leaders of the ira are now serving ordinary prison sentences,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1870,1870,IMG_0050,PREM_15_478,PREM_15_478_050,1971,7,1971,8,,3,"But the terrorist campaign continues at an unacceptable level, and I have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness.",but the terrorist campaign continues at an unacceptable level and i have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1871,1871,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,1,"The main target of the present operation is the Irish 
Republican Army.which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike
",the main target of the present operation is the irish republican armywhich has been responsible for recent acts of terrorism and whose victims have included protestant and roman catholic alike,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1872,1872,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,2,"They are the present threat: but we will not hesitate to take strong action against any other individuals or organisations who may present such a threat in the future.
",they are the present threat but we will not hesitate to take strong action against any other individuals or organisations who may present such a threat in the future,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1873,1873,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,3,"It is with understandable reluctance that one uses these 
exceptional powers, but the organisations concerned are those which have murdered in cold blood, created situations which have led to death or injury to people quite uninvolved in disorder, maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities.
",it is with understandable reluctance that one uses these exceptional powers but the organisations concerned are those which have murdered in cold blood created situations which have led to death or injury to people quite uninvolved in disorder maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1874,1874,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,4,"We may yet have much to endure as a community: but if we endure it with courage and steadiness, the utter defeat of terrorism is sure.",we may yet have much to endure as a community but if we endure it with courage and steadiness the utter defeat of terrorism is sure,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1875,1875,IMG_0053,PREM_15_478,PREM_15_478_053,1971,7,1971,8,,1,"We are, quite simply, at war with the terrorist, and in a state of war many sacrifices have to be made, and made in a co-operative and understanding spirit.
",we are quite simply at war with the terrorist and in a state of war many sacrifices have to be made and made in a cooperative and understanding spirit,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1876,1876,IMG_0053,PREM_15_478,PREM_15_478_053,1971,7,1971,8,,2,"The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism. The rest of us cannot truly be free while people determined to commit such outrages are at large.
",the action we have now taken does not indicate any policy of repression we are acting not to suppress freedom but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman of the nightly explosion of fireraising of kangaroo courts and all the apparatus of terrorism the rest of us cannot truly be free while people determined to commit such outrages are at large,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1877,1877,IMG_0053,PREM_15_478,PREM_15_478_053,1971,7,1971,8,,3,"shadow of fear which hangs over too many of you.
",shadow of fear which hangs over too many of you,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1878,1878,IMG_0053,PREM_15_478,PREM_15_478_053,1971,7,1971,8,,4,"e are now acting to remove the
",e are now acting to remove the,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1879,1879,IMG_0053,PREM_15_478,PREM_15_478_053,1971,7,1971,8,,5,"Over the last couple of years we have taken many steps to make it clear that we want (following word underlined) all the people of Northern Ireland to play a part in administerin and developing the country. 
in administrative structures can unit his community until we ut neither changes in law nor chang",over the last couple of years we have taken many steps to make it clear that we want following word underlined all the people of northern ireland to play a part in administerin and developing the country in administrative structures can unit his community until we ut neither changes in law nor chang,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1880,1880,IMG_0054,PREM_15_478,PREM_15_478_054,1971,7,1971,8,,1,"defeat - anduiiitc to defoa -those v io.ent non 1;ho scek 
to divide uo.
",defeat  anduiiitc to defoa those v ioent non 1ho scek to divide uo,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1881,1881,IMG_0054,PREM_15_478,PREM_15_478_054,1971,7,1971,8,,2,"l‰Ûªirm action on security io not a subutitutc for constructive change nor is it a sitch of policy: It is 3i..:hly\htjZ .:‰Ûª2(cded toallo; the dera‰ÛªIatCic kroccos to 
prevail over the rule of force. For force stands in the gray of all progress and thc men of force, whatever their 
protestations, are- the enemies of us all.",lirm action on security io not a subutitutc for constructive change nor is it a sitch of policy it is 3ihlyhtjz 2cded toallo the deraiatcic kroccos to prevail over the rule of force for force stands in the gray of all progress and thc men of force whatever their protestations are the enemies of us all,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1882,1882,IMG_0136,PREM_15_478,PREM_15_478_136,1971,7,1971,8,,1,"And the whole point about internment is to deal with the terrorism so that it is then possible to make the advance on other fronts.
",and the whole point about internment is to deal with the terrorism so that it is then possible to make the advance on other fronts,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1883,1883,IMG_0136,PREM_15_478,PREM_15_478_136,1971,7,1971,8,,2,Until he is able to deal ith the bomb explosions and the destruction of property and the general terrorism it is impossible for him to go further than he has gone already.,until he is able to deal ith the bomb explosions and the destruction of property and the general terrorism it is impossible for him to go further than he has gone already,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1884,1884,IMG_0143,PREM_15_478,PREM_15_478_143,1971,7,1971,8,,1,"Page 1 : (70,513) - (415,547)
",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1885,1885,IMG_0143,PREM_15_478,PREM_15_478_143,1971,7,1971,8,,2,"terrorism on an intolerable scale.
",terrorism on an intolerable scale,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1886,1886,IMG_0143,PREM_15_478,PREM_15_478_143,1971,7,1971,8,,3,"Internment had been introduced because the Government was faced with
",internment had been introduced because the government was faced with,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1887,1887,IMG_0143,PREM_15_478,PREM_15_478_143,1971,7,1971,8,,4,"It was in the common interest of both 
countries to combat the activities of gunmen and it was hoped that the Government of the Republic would be able to help achieve that objective.",it was in the common interest of both countries to combat the activities of gunmen and it was hoped that the government of the republic would be able to help achieve that objective,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1888,1888,IMG_0144,PREM_15_478,PREM_15_478_144,1971,7,1971,8,,1,"The Home Secretary said that it was not that the 
role of the army had changed but that circumstances had changed in that the army found itself attacked by terrorists from Catholic areas. did not know or care about the affiliations of someone sniping at him. 
He 
emphasised that the bombing, the murder and the withdrawal of the Opposition from Stormont had all taken place before internment had been introduced.
",the home secretary said that it was not that the role of the army had changed but that circumstances had changed in that the army found itself attacked by terrorists from catholic areas did not know or care about the affiliations of someone sniping at him he emphasised that the bombing the murder and the withdrawal of the opposition from stormont had all taken place before internment had been introduced,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1889,1889,IMG_0144,PREM_15_478,PREM_15_478_144,1971,7,1971,8,,2,"The Home Secretary 
replied that all those arrested under the internment operation were people who the security forces believed to be active in terrorism. 
Some might also 
be engaged in more reputable political activity but this was not a reason for their internment. 
the people arrested would be those suspected of IRA activities few of whm As the terrorism was conducted by the IRA it followed that",the home secretary replied that all those arrested under the internment operation were people who the security forces believed to be active in terrorism some might also be engaged in more reputable political activity but this was not a reason for their internment the people arrested would be those suspected of ira activities few of whm as the terrorism was conducted by the ira it followed that,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1890,1890,IMG_0145,PREM_15_478,PREM_15_478_145,1971,7,1971,8,,1,"would be Protestants. If Protestants engaged in terrorism they too would 
be dealt with; so far there was no infomation to confirm that Protestants had been sniping.",would be protestants if protestants engaged in terrorism they too would be dealt with so far there was no infomation to confirm that protestants had been sniping,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1891,1891,IMG_0148,PREM_15_478,PREM_15_478_148,1971,7,1971,8,,1,"Progress was not, however, possible while violence reigned. It was the duty of both Governments to deal with gunmen. The United Kingdom was determined that violence should be dealt with impartially from whatever quarter it might come. Because the violence had reached a level threatening the life of the community, the United Kingdom Government had been reluctantly convinced that internment was necessary.",progress was not however possible while violence reigned it was the duty of both governments to deal with gunmen the united kingdom was determined that violence should be dealt with impartially from whatever quarter it might come because the violence had reached a level threatening the life of the community the united kingdom government had been reluctantly convinced that internment was necessary,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1892,1892,IMG_0149,PREM_15_478,PREM_15_478_149,1971,7,1971,8,,1,"THE HOME SECRETARY EXPLAINED THE BACKGROUND TO THE INTRODUCTION OF INTERNMENT AS MADE NECESSARY BY THE RECENT INCREASE IN VIOLENCE AT A TIME WHEN POLITICAL DEVELOPMENT HAD BEEN MOVING FORWARD: HE EMPHASISED THAT THE MEASURE WAS NON-DISCRIMINATORY AND AIMED ONLY AT THOSE RESPONSIBLE FOR VIOLENCE, AND THAT IT WAS DESIGNED TO RESTORE A MORE PEACEFUL SITUATION IN WHICH REFORMS COULD CONTINUE.",the home secretary explained the background to the introduction of internment as made necessary by the recent increase in violence at a time when political development had been moving forward he emphasised that the measure was nondiscriminatory and aimed only at those responsible for violence and that it was designed to restore a more peaceful situation in which reforms could continue,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1893,1893,IMG_0152,PREM_15_478,PREM_15_478_152,1971,7,1971,8,,1,"ion. 
H.M.G. is satisfied with the outcome of the initial Some 300 suspects have been detained. 
disclose what the target number was. and propaganda. 
We did not This is a war of nerves The terrorists have tried to play down the",ion hmg is satisfied with the outcome of the initial some 300 suspects have been detained disclose what the target number was and propaganda we did not this is a war of nerves the terrorists have tried to play down the,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1894,1894,IMG_0153,PREM_15_478,PREM_15_478_153,1971,7,1971,8,,1,"security forces achievements - this was only to be expected.
",security forces achievements  this was only to be expected,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1895,1895,IMG_0153,PREM_15_478,PREM_15_478_153,1971,7,1971,8,,2,"H.M.G. supported 
the Northern Ireland Government in the view that murders and terrorists and intimidators could not be allowed to continue unchecked; although there was no doubt that the security forces could have contained the situation, it would have involved a very long haul and a deteriorating local situation.",hmg supported the northern ireland government in the view that murders and terrorists and intimidators could not be allowed to continue unchecked although there was no doubt that the security forces could have contained the situation it would have involved a very long haul and a deteriorating local situation,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1896,1896,IMG_0154,PREM_15_478,PREM_15_478_154,1971,7,1971,8,,1,"Of course you 
deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons. Your hope is that by removing the terrorist elements from the active political scene, it will be possible for the communities of Northern Ireland to get a sense of nerspective and balance.",of course you deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons your hope is that by removing the terrorist elements from the active political scene it will be possible for the communities of northern ireland to get a sense of nerspective and balance,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1897,1897,IMG_0165,PREM_15_478,PREM_15_478_165,1971,7,1971,8,,1,"HE SECURITY FORCES ARE ACCORDINGLY DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR TERRORISM,
",he security forces are accordingly detaining people suspected of responsibility for terrorism,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1898,1898,IMG_0165,PREM_15_478,PREM_15_478_165,1971,7,1971,8,,2,"THIS DECISION HAS BEEN MADE IN THE LIGHT OF IRA ACTIVITY WHICH HAS INCREASED BOTH IN VOLUME AND IN THE VICIOUSNESS OF THE ATTACKS ON THE SECURITY FORCES AND SOCIETY IN NORTHERN IRELAND. IN ADDITION TO THOSE KILLED BY GUNMEN, EXPLOSIVES HAVE BEEN USED AGAINST POLICE STATIONS, AND ALSO BARS, AND OTHER PUBLIC PLACES WHERE CASUALTIES AMONGST ORDINARY CITIZENS WERE INEVITABLE.
",this decision has been made in the light of ira activity which has increased both in volume and in the viciousness of the attacks on the security forces and society in northern ireland in addition to those killed by gunmen explosives have been used against police stations and also bars and other public places where casualties amongst ordinary citizens were inevitable,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1899,1899,IMG_0165,PREM_15_478,PREM_15_478_165,1971,7,1971,8,,3,"ADDITIONALLY, THERE HAS BEEN A MARKED INCREASE IN THE WEIGHT AND QUANTITY OF EXPLOSIVES BEING USED, AND A CROWING NUMBER OF ATTACKS ON COMMERCIAL PREMISES IN BELFAST.
",additionally there has been a marked increase in the weight and quantity of explosives being used and a crowing number of attacks on commercial premises in belfast,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1900,1900,IMG_0165,PREM_15_478,PREM_15_478_165,1971,7,1971,8,,4,"ALL THE EVIDENCE INDICATES A DELIBERATE IRA POLICY TO DISTURB SOCIETY IN THE NORTH, DESTROY ECONOMIC LIFE AND DISCREDIT THE STORMONT GOVERNMENT,",all the evidence indicates a deliberate ira policy to disturb society in the north destroy economic life and discredit the stormont government,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1901,1901,IMG_0166,PREM_15_478,PREM_15_478_166,1971,7,1971,8,,1,"INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS 
CONDUCTING 
VIOLENCE AND TERRORISM, AND NOT AGAINST A RELIGIOUS MINORITY. THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY, EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE.
",internment is aimed only against individuals conducting violence and terrorism and not against a religious minority the measures taken will not discriminate between the different sections of the community except as the facts of the situation make inevitable,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1902,1902,IMG_0166,PREM_15_478,PREM_15_478_166,1971,7,1971,8,,2,"THE SECTARIAN RIOTING OF 1969 IS NOW LONG PAST. WHAT WE NOW FACE IS ARMED ATTACKS BY THE IRA.
",the sectarian rioting of 1969 is now long past what we now face is armed attacks by the ira,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1903,1903,IMG_0166,PREM_15_478,PREM_15_478_166,1971,7,1971,8,,3,"THE SECURITY FORCES DEAL WITH ANY LAW-BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS.
",the security forces deal with any lawbreaking by extremist protestants as firmly as they deal with similar trouble coming from roman catholic elements,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1904,1904,IMG_0166,PREM_15_478,PREM_15_478_166,1971,7,1971,8,,4,"THE IRA‰ÛªS TWO FACTIONS, BRADYITES AND GOULDINGITES, BOTH PROFESS A REVOLUTIONARY CREED, AND THE LATTER‰ÛªS PROGRAMME IS AVOWEDLY MARXIST. ALTHOUGH UNTIL RECENTLY THE BRADYITES HAVE TENDED TO BE THE MORE VIOLENT, THE GOULDINGITES HAVE IN RECENT WEEKS BEEN ACTIVE IN CAUSING VIOLENCE IN THE NORTH AND ALSO ATTACKS ON FOREIGN PROPERTY IN THE IRISH REPUBLIC ITSELF.
",the iras two factions bradyites and gouldingites both profess a revolutionary creed and the latters programme is avowedly marxist although until recently the bradyites have tended to be the more violent the gouldingites have in recent weeks been active in causing violence in the north and also attacks on foreign property in the irish republic itself,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1905,1905,IMG_0166,PREM_15_478,PREM_15_478_166,1971,7,1971,8,,5,IRA VIOLENCE HAS MADE RECOURSE TO INTERNMENT NECESSARY ON EARLIER OCCASIONS. THE NORTHERN. IRELAND GOVERNMENT INTRODUCED INTERNMENT DURING THE LAST WAR AND IN 1957-61.,ira violence has made recourse to internment necessary on earlier occasions the northern ireland government introduced internment during the last war and in 195761,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1906,1906,IMG_0167,PREM_15_478,PREM_15_478_167,1971,7,1971,8,,1,"IF ASKED WHY THE NORMAL PROCESSES OF LAW DO NOT SUFFICE, YOU SHOULD POINT TO THE EVIDENCE OF INTIMIDATION, BEATINGS, TARRING AND FEATHERINGS, AND UNEXPLAINED DEATHS WHICH HAVE OCCURRED IN AREAS WHERE THE IRA IS KNOWN TO BE STRONG.",if asked why the normal processes of law do not suffice you should point to the evidence of intimidation beatings tarring and featherings and unexplained deaths which have occurred in areas where the ira is known to be strong,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1907,1907,IMG_0169,PREM_15_478,PREM_15_478_169,1971,7,1971,8,,1,"IF H.M.G. CAN COMMIT THEMSELVES PUBLICLY TO A GUARANTEE THAT MR FAULKNER‰ÛªS FINE WORDS WILL BE RAPIDLY TRANSLATED INTO SPECIFIC AND PRACTICAL AS DISTINCT FROM PAPER REFORMS, INTERNMENT WILL BE SEEN HERE TO HAVE AN EXPLICIT POSITIVE PURPOSE AS WELL AS THE NEGATIVE ONE OF ENDING TERRORISM,",if hmg can commit themselves publicly to a guarantee that mr faulkners fine words will be rapidly translated into specific and practical as distinct from paper reforms internment will be seen here to have an explicit positive purpose as well as the negative one of ending terrorism,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1908,1908,IMG_0175,PREM_15_478,PREM_15_478_175,1971,7,1971,8,,1,"THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER iN NORTHERN IRELAND.
",the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1909,1909,IMG_0175,PREM_15_478,PREM_15_478_175,1971,7,1971,8,,2,THE LATEST SERIES OF ACTS OF TERRORISM,the latest series of acts of terrorism,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1910,1910,IMG_0176,PREM_15_478,PREM_15_478_176,1971,7,1971,8,,1,"BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.",by the ira and their recent declarations of their intention to continue and even escalate that campaign have made it essential to take this action however abhorrent in order to prevent the undermining of economic and social stability in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1911,1911,IMG_0178,PREM_15_478,PREM_15_478_178,1971,7,1971,8,,1,"YOU SHOULD DRAW PARTICULAR ATTENTION TO PARAGRAPH 9 EXPRESSING THE PRIME MINISTER‰ÛªS HOPE THAT MR LYNCH‰ÛªS PUBLIC RESPONSE WILL BE HELPFUL PARTICULARLY IN CONDEMNING VIOLENCE, WITH THE AIM OF HIS MAKING CLEAR TO THE MINORITY IN THE NORTH THAT THEY SHOULD NOT INTERPET THE MEASURES TAKEN AS DIRECTED AGAINST THEM BUT ONLY AT INDIVIDUALS WHO ARE DELIBERATELY USING VIOLENCE TO CREATE DISORDER.",you should draw particular attention to paragraph 9 expressing the prime ministers hope that mr lynchs public response will be helpful particularly in condemning violence with the aim of his making clear to the minority in the north that they should not interpet the measures taken as directed against them but only at individuals who are deliberately using violence to create disorder,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1912,1912,IMG_0179,PREM_15_478,PREM_15_478_179,1971,7,1971,8,,1,"THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER IN NORTHERN IRELAND.
",the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1913,1913,IMG_0179,PREM_15_478,PREM_15_478_179,1971,7,1971,8,,2,"THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT",the latest series of acts of terrorism by the ira and their recent declarations of their intention to continue and even escalate that campaign have made it essential to take this action however abhorrent in order to prevent,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1914,1914,IMG_0180,PREM_15_478,PREM_15_478_180,1971,7,1971,8,,1,"HE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.
",he undermining of economic and social stability in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1915,1915,IMG_0180,PREM_15_478,PREM_15_478_180,1971,7,1971,8,,2,"THERE IS ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING. INTELLIGENCE, AND HAS IMPEDED THE COURSE OF JUSTICE.",there is also the fact that the intimidation of the population by the terrorists has been increasingly hampering the process of gathering intelligence and has impeded the course of justice,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
